id,poster,title,year,rating,genre,action,adventure,animation,comedy,crime,drama,fantasy,horror,mystery,romance,sci-fi,short,thriller,plot
4004,"https://m.media-amazon.com/images/M/MV5BMTk2NjY3NDYzN15BMl5BanBnXkFtZTgwOTUxNzg0NzM@._V1_UX256,0,256,256_AL_.jpg",The Souvenir,2019,6.5,"drama, mystery, romance",0,0,0,0,0,1,0,0,1,1,0,0,0,    A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.
4005,"https://m.media-amazon.com/images/M/MV5BYjk5MWVlMWUtZmJlYi00ZGQ0LWJkZDItOGViZjdhOTI4YWE5XkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_UX256,0,256,256_AL_.jpg",Gundala,2019,6.5,"action, adventure, drama",1,1,0,0,0,1,0,0,0,0,0,0,0,"    Sancaka has lived on the streets since his parents left him. Living a hard life, Sancaka survives by thinking about his own safety. When the condition of the city gets worse and injustice rages throughout the country, Sancaka must decide whether he continues to live to look after himself or rise to become hero for the oppressed."
4006,"https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX256,0,256,256_AL_.jpg",Late Night,2019,6.5,"comedy, drama",0,0,0,1,0,1,0,0,0,0,0,0,0,"    Katherine Newbury (Dame Emma Thompson) is a pioneer and legendary host on the late night talk show circuit. When she's accused of being a ""woman who hates women"", she puts affirmative action on the to-do list, and - presto! - Molly (Mindy Kaling) is hired as the one woman in Katherine's all-male writers' room. But Molly might be too little too late, as the formidable Katherine also faces the reality of low ratings and a network that wants to replace her. Wanting to prove she's not merely a diversity hire who's disrupting the comfort of the brotherhood, Molly is determined to help Katherine revitalize her show and career - and possibly effect even bigger change at the same time."
4007,"https://m.media-amazon.com/images/M/MV5BZDIzOTc3NTktOGI4MC00OTQzLWE5NzQtYTljNzI5ZGU2ZjdmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX256,0,256,256_AL_.jpg",Chambers,2019,6.5,"drama, fantasy, horror",0,0,0,0,0,1,1,1,0,0,0,0,0,    A woman survives a heart transplant and begins to develop different personality traits.
4008,"https://m.media-amazon.com/images/M/MV5BY2IwOWY2YjgtYTcxNy00ZjM5LWJjNmEtYzU4NTdjOGQzYzNlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_UX256,0,256,256_AL_.jpg",Infidel,2019,6.5,"action, adventure, thriller",1,1,0,0,0,0,0,0,0,0,0,0,1,"    An outspoken American journalist, Jim Caviezel, is kidnapped by the Iranian regime while giving talks in Cairo, Egypt. He is then taken to the Middle East and put on trial for erroneous charges. His wife, a State Department official, tries to use her influence to get the American government involved so that they get her husband back. But she soon realizes that the American government will not get involved. So, she is forced to go to the Middle East to search for him by herself."
4009,"https://m.media-amazon.com/images/M/MV5BZjczN2VlODktN2E3YS00MzhjLTg2OGEtYmY4MDA1N2Y4MTY2XkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_UX256,0,256,256_AL_.jpg",Rare Beasts,2019,6.5,"comedy, drama, romance",0,0,0,1,0,1,0,0,0,1,0,0,0,"    An anti rom-com about Mandy, a career-driven single mother, who falls in love with the charming, traditionalist Pete."
4010,"https://m.media-amazon.com/images/M/MV5BNTYwZWM2NDYtMDU0ZS00ZjE0LWI2ZDktMTM5NWRmMzdlZDU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX256,0,256,256_AL_.jpg",The Birch,2019,6.5,"drama, fantasy, horror",0,0,0,0,0,1,1,1,0,0,0,0,0,    A teenager seeks out the help of a monster who lives in the woods. Based on the short film 'The Birch'.
4011,"https://m.media-amazon.com/images/M/MV5BZGZhZGFiODctYTAxOS00ODYwLWExOWYtYzIzNGVlZjU0MDA1XkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_UX256,0,256,256_AL_.jpg",The Story of Us,2019,6.5,"comedy, romance",0,0,0,1,0,0,0,0,0,1,0,0,0,"    Small town bookstore owner Jamie Vaughn learns that hers and other struggling local businesses face closure by a powerful Portland property developer, led by architect and former flame Sawyer O'Dell. As Valentine's Day approaches and closure seems imminent, Jamie must not only hatch a heartfelt plan to save her beloved bookstore, but she must also sort out her past feelings for Sawyer."
4012,"https://m.media-amazon.com/images/M/MV5BMWZhOTNhZTktYTBiNy00YjRiLTgxNWItYWVhMThkYmU0NGZjXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_UX256,0,256,256_AL_.jpg",Advantages of Travelling by Train,2019,6.5,"comedy, mystery, thriller",0,0,0,1,0,0,0,0,1,0,0,0,1,"    Separated in three apparently independent chapters, Advantages of Travelling by Train tells the story of editor Helga Pato, a forty-something woman who by chance meets psychiatrist Ángel Sanagustín in a train ride, who tells her (first chapter) the story about one of his patients, Martín Urales, who enlisted in the army was sent to fight in the Kosovo War where he met Dr. Linares, a determined and compassionate woman that trying to create a child hospital to heal war damaged is forced to make a terrific deal: in exchange to have the hospital she wants, Linares must bring a child per month to her benefactors to film adult and snuff movies. Returning home after he was fired from army to attempt alert his superiors, Martín's aging father rejects the story and rejects his son, forcing Martín to the exile. In this point Sanagustín downs in a train station to buy candies but have no time to return, and Helga finds Sanagustín's folder in front of him. Reading the medical record of the ..."
4013,"https://m.media-amazon.com/images/M/MV5BNTNmNmNiNDAtY2JkNC00ZWEzLWI1NTctNTM5NWQ1OGE5ZTA5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX256,0,256,256_AL_.jpg",Out Stealing Horses,2019,6.5,"drama, mystery",0,0,0,0,0,1,0,0,1,0,0,0,0,"    November 1999: 67-year-old Trond (Stellan Skarsgård), lives in self-imposed isolation and looks forward to welcoming in the new millennium alone. As winter arrives he meets one of his few neighbors, Lars (Bjørn Floberg), and realizes he knew him back in the summer of 1948. 1948 - the year Trond turned 15. The summer Trond grew up. OUT STEALING HORSES is based on the bestselling novel by Norwegian author Per Petterson, which received several important international awards and was included in The New York Times '10 Best Books of 2007 (Fiction)'. Petterson's novels have been translated into more than 50 languages."
