id,poster,title,year,rating,genre,action,adventure,animation,comedy,crime,drama,fantasy,horror,mystery,romance,sci-fi,short,thriller,plot
12011,"https://m.media-amazon.com/images/M/MV5BODRjOTgyYWUtNTNjMS00MzRkLWFmMTUtNGYzZTYyNjhkODdkXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_UX256,0,256,256_AL_.jpg",Asdfmovie10,2017,7.2,"animation, short, comedy",0,0,1,1,0,0,0,0,0,0,0,1,0,    The 10th installment in a series of shorts each featuring a fast-paced series of nonsensical skits.
12012,"https://m.media-amazon.com/images/M/MV5BNTMzOGIzOTUtODJhNi00MDNmLWEwZDgtM2IwYTNlNzVjZTVhXkEyXkFqcGdeQXVyMTg3Mzc4NzA@._V1_UX256,0,256,256_AL_.jpg",Agatha,2017,7.2,"short, horror, mystery",0,0,0,0,0,0,0,1,1,0,0,1,0,"    The orphan train comes daily, spilling hundreds of children onto the streets of Pennsylvania in the late 1800's. Desperate and alone, the penniless 7-year-old Sophie, entrusts an older woman who hires her to bring food each night to someone living in her attic. There is just one rule: Do not pass the serving table....EVER."" As time passes, the child's curiosity grows bold; drawing her closer to discovering the truth behind the prisoner."
12013,"https://m.media-amazon.com/images/M/MV5BM2M2OWFjNTAtMzE0OC00NTUzLWEzYWUtYjYxNzdlNTY5YjAyXkEyXkFqcGdeQXVyNzM4MjU3NzY@._V1_UX256,0,256,256_AL_.jpg",Ek Deewaana Tha,2017,7.2,"drama, horror, romance",0,0,0,0,0,1,0,1,0,1,0,0,0,"    The story of Sharanya who wakes up from a coma after a period of two years. Her recovery comes at the cost of her suffering from amnesia because of which she is unable to recall her relationship with Vyom, the man she was going to marry. Sharanya and Vyom rediscover their love for each other and decide to get married. However, their marriage faces obstacles at each step. As they battle through these barriers they discover that these are not random acts but the acts of a ghost a ghost who Sharanya recognizes to be that of Shiv."
12014,"https://m.media-amazon.com/images/M/MV5BNjcyM2MwZWEtMzhmMC00NGE3LTk1MzYtOTE3MTFkYzBmOWVhXkEyXkFqcGdeQXVyNDY1NTI0OA@@._V1_UX256,0,256,256_AL_.jpg",Zelos,2017,7.2,"comedy, drama, romance",0,0,0,1,0,1,0,0,0,1,0,0,0,"    Bernard is the thirty-something he always planned to be. He has a successful career, a meticulously neat beachside apartment and a hairstyle with just the right amount of gel. He adores his girlfriend Sarah who's about to move in when she returns from overseas. But Bernard's pristine existence is turned upside down when Sarah confesses her holiday romance. To salvage the relationship, Sarah insists they equal the playing field: Bernard should sleep with another woman. Zelos: from the Greek - meaning 'zeal' and 'ardour', but also 'jealousy' and 'suspicion"
12015,"https://m.media-amazon.com/images/M/MV5BNjlkMjYzMjktMjFmOS00NzA3LWE2OGYtMDAxOTIwNTM3Y2M3XkEyXkFqcGdeQXVyODc1NDEyMzI@._V1_UX256,0,256,256_AL_.jpg",Indian Horse,2017,7.2,drama,0,0,0,0,0,1,0,0,0,0,0,0,0,"    Follows the life of Native Canadian Saul Indian Horse as he survives residential school and life amongst the racism of the 1970s. A talented hockey player, Saul must find his own path as he battles stereotypes and alcoholism."
12016,"https://m.media-amazon.com/images/M/MV5BODFiMzg2YzAtYTJiMC00MWY2LTk2ZWUtYTdiNDUwZTY2NTFiXkEyXkFqcGdeQXVyNjMxMDgyNzQ@._V1_UX256,0,256,256_AL_.jpg",Kona,2017,7.2,"adventure, horror, mystery",0,1,0,0,0,0,0,1,1,0,0,0,0,"    -Northern Canada, in Quebec province, 1970. A strange blizzard ravages Atamipek Lake. Step into the shoes of a detective to explore the eerie village, investigate surreal events, and battle the elements to survive. Kona is a chilly interactive tale you won't soon forget."
12017,"https://m.media-amazon.com/images/M/MV5BYzY2YWVlNGQtNmE0Yy00ZTQ4LWFhY2QtYzcyMGMxMjBiOTY4XkEyXkFqcGdeQXVyMjMxMzY0ODA@._V1_UX256,0,256,256_AL_.jpg",La danza de las fieras,2017,7.2,"animation, drama",0,0,1,0,0,1,0,0,0,0,0,0,0,    6 different views on the world of human trafficking in México.
12018,"https://m.media-amazon.com/images/M/MV5BNzE3NDk2YzctNzUwMy00OGY3LTgwNDItODBlMTQ2YmI0ZGFkXkEyXkFqcGdeQXVyNjk0NzYwMDI@._V1_UX256,0,256,256_AL_.jpg",Rue: The Short Film,2017,7.2,"short, fantasy, horror",0,0,0,0,0,0,1,1,0,0,0,1,0,"    Enraged by an unseemly love affair between best friend and teacher, a student carelessly awakens a wraith that feeds on its victim's most shameful regrets."
12019,"https://m.media-amazon.com/images/M/MV5BNGQwNDcyZjctNzkyZC00MGI4LTkwNTktODI0OTQwOTNkMmEzXkEyXkFqcGdeQXVyNjkyMzUzNjk@._V1_UX256,0,256,256_AL_.jpg",Stranger Things Snapchat Remake,2017,7.2,"short, adventure",0,1,0,0,0,0,0,0,0,0,0,1,0,"    When Joyce's 12-year-old son, Will, goes missing, she launches a terrifying investigation into his disappearance with local authorities. As they search for answers, they unravel a series of extraordinary mysteries involving secret government experiments, unnerving supernatural forces, and a very unusual little girl - but on snapchat."
12020,"https://m.media-amazon.com/images/M/MV5BYmYxYzQwZmQtMTRjZC00NmE2LTk5OWMtOTMyMmY0MDgxMjBhXkEyXkFqcGdeQXVyNzg4NTQxNTc@._V1_UX256,0,256,256_AL_.jpg",The Heroic Quest of the Valiant Prince Ivandoe,2017,7.2,"animation, short, adventure",0,1,1,0,0,0,0,0,0,0,0,1,0,"    The series follows the adventures of Ivandoe , the young prince of the forest whose father, The Mighty Stag, sends him on a quest for the magical Golden Feather of the fearsome Eagle King. Ivandoe and his dedicated squire, a small bird named Bert ( discover new and mysterious areas of the forest and an array of peculiar creatures along the way."
12021,"https://m.media-amazon.com/images/M/MV5BZWQzNGZkZmEtNTZiOS00YTNlLTliOWQtMWRmZDI4YWU0NjBhXkEyXkFqcGdeQXVyMjkwMDIxMTI@._V1_UX256,0,256,256_AL_.jpg",Forgotten Man,2017,7.2,"comedy, drama, romance",0,0,0,1,0,1,0,0,0,1,0,0,0,"    Forgotten Man tells the story of Carl, a troubled young actor in an East London Theatre Company for the homeless with a history of incarceration. When the opening night of his new play ends with an actor fighting an audience member, Carl, in the affluent attire from his play, abandons the theatre for the bustling streets of contemporary London. He meets Meredith, a wealthy out-of-towner in London for a funeral. Their sweet romance has Carl risking a parole violation to pursue another life, but when Meredith invites Carl to see the very play he is the lead actor in, and the theatre erupts in violent conflict, Carl is found trapped between his desire and obligation."
12023,"https://m.media-amazon.com/images/M/MV5BY2NmNWVkZDMtZGI5ZC00ZWY1LWFmMWMtMDA2ZGRmZDc3NzQwXkEyXkFqcGdeQXVyNjA3MDkzNzk@._V1_UX256,0,256,256_AL_.jpg",Wicked Girl,2017,7.2,"animation, short, drama",0,0,1,0,0,1,0,0,0,0,0,1,0,"    S., 8 years old, is a little Turkish girl with an overflowing imagination. She is keen on nature and animals. While she is looking back on the good old days in her grand parents village from hospital room, dark and terrifying memories emerge and, little by little, begin to make sense."
12024,"https://m.media-amazon.com/images/M/MV5BYzViYmIwM2ItYzgxMC00ZTNiLWIzMGMtOTQ1OGVmOGUyMWFjXkEyXkFqcGdeQXVyMzMzNjk0NTc@._V1_UX256,0,256,256_AL_.jpg",Moammar Emka's Jakarta Undercover,2017,7.2,"drama, romance",0,0,0,0,0,1,0,0,0,1,0,0,0,"    Pras (Oka Antara) wants to realize his dreams of having a significant life and career as a journalist, but Jakarta changes everything."
12025,"https://m.media-amazon.com/images/M/MV5BNTIyYjViY2MtOTEwNS00MTEwLThjYzctMjhiY2E1M2M3YTBmXkEyXkFqcGdeQXVyODgwMjgwODE@._V1_UX256,0,256,256_AL_.jpg",Crypt TV's Monster Madness,2017,7.2,horror,0,0,0,0,0,0,0,1,0,0,0,0,0,"    Deep within CryptTV's pitch-black vaults of the unknown, the occult, and the genuinely grotesque, he who searches shall find unbelievable stories which chill the bone to the marrow. Come and see--if you dare--fiends of the blackest kind, monstrous entities that crave man's destruction, and above all, witness the chronicles of evil on this earth. The choices are endless. Pick out your favourite theme, and delve into a frenzied Monster Madness."
12026,"https://m.media-amazon.com/images/M/MV5BZGE0M2U1MTktZGNmOS00NDkzLWJmYTYtODFlNWFkYTA4ZjJkXkEyXkFqcGdeQXVyNjU3OTI4MDU@._V1_UX256,0,256,256_AL_.jpg",Fast Heroes Sixty,2017,7.2,"animation, action, comedy",1,0,1,1,0,0,0,0,0,0,0,0,0,"    Pit, Croissant and Rino live their perfect little life, working in their own pizzeria until one day when they met a mysterious monk who grants them superpowers. Since then our protagonists fight heroically against evil foes to ensure reasonably affordable justice and platonic love for everyone."
12027,"https://m.media-amazon.com/images/M/MV5BMzU1ZTUxNjctN2VhNC00YWI0LWE1ZjQtZDllNGUzZWMzNGQzXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_UX256,0,256,256_AL_.jpg",The Dumpling Affair,2017,7.2,"comedy, crime, drama",0,0,0,1,1,1,0,0,0,0,0,0,0,"    Police officer Franz Eberhofer is woken up by his colleagues because his boss Barschl has been killed. The murder weapon is Franz' knife, so he is suspected to be the murderer of his hated boss."
12028,"https://m.media-amazon.com/images/M/MV5BZTA2OGMxY2EtNGRiMC00YjQ2LTk0OTktM2I1ZjAzZjk1N2RjXkEyXkFqcGdeQXVyNjEyNjc2OTY@._V1_UX256,0,256,256_AL_.jpg",Pela Adhi Akshar,2017,7.2,"comedy, drama, romance",0,0,0,1,0,1,0,0,0,1,0,0,0,"    Pela Adhi Akshar is a coming-of-age feel-good film that tries to explore the space between boys and girls, fact and fiction, reality and fantasy, and life and film. It is also everybody's story, an introspective look at lives of people we know so very well: Ourselves. Catch four friends at the crossroads of life, trying to tackle everybody's problem: What do we do with the rest of our lives? These guys are a microcosm of the gang you would spot at your regular hangout, college canteen, neighbor hood joint or in your own living room, looking into the mirror. An impulsive Vishal, who lives by the day is all heart. A pragmatic Prashant, is Mr. Head-on-shoulder, with a five-year plan for life. A confused Sunil, needs to find himself and a way into the heart of the love of his life while an escapist Zubin (a.k.a Zebra ), the quintessential clown of the gang doesn't give a damn about anything as long as he has his alcohol. In an attempt to marry the reality of life with the fantasy of film,..."
12029,"https://m.media-amazon.com/images/M/MV5BMTZkMmUzOTMtZmU4OC00Y2JlLWE4ZTItYjBmMmJkM2VlYmU4XkEyXkFqcGdeQXVyNTU3MzIzMjA@._V1_UX256,0,256,256_AL_.jpg",Perfect Plan,2017,7.2,"drama, mystery, thriller",0,0,0,0,0,1,0,0,1,0,0,0,1,    Jhanvi and Veer were married and living happily with each other. Jhanvi was very fond of reading novels and the hangover is so high that she sees the characters of the novels in her dream. And one day her dream becomes true and the character comes in real in front of him and makes her life miserable.
12031,"https://m.media-amazon.com/images/M/MV5BYTQyMGQxMTMtMGFiNy00ODBhLTkyY2QtZTk1MzUwODdhOWMzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UX256,0,256,256_AL_.jpg",Prematho Mee Karthik,2017,7.2,"action, drama, romance",1,0,0,0,0,1,0,0,0,1,0,0,0,"    Karthik (Karthikeya) is an NRI who has no emotions and family attachments. As promised to his father, Karthik visits India and there he gets close to a girl called Anjali (Simrat Kaur). Who is this Anjali? What kind of changes does she bring in Karthi's life? Will Karthik change his mindset? What happens to this love story forms the rest of the story."
12032,"https://m.media-amazon.com/images/M/MV5BMmViOWYwZGQtNTNiYy00Y2RlLTk0MGYtMTkxYmM1MjFmZGFiXkEyXkFqcGdeQXVyMTU1NTc3NTM@._V1_UX256,0,256,256_AL_.jpg",Sign Gene: The First Deaf Superheroes,2017,7.2,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,"    Tom Clerc, a NYC deaf secret agent, who has lost his superpowers after a battle with his hero-turned-villain brother, is sent along with his colleague Ken Wong to Osaka, Japan, to investigate a spate of crimes that seem to have connections to gene mutations. Their investigation leads them to deaf criminal Tatsumi Fuwa, who has learned to harness the mutations to rise to power."
12033,"https://m.media-amazon.com/images/M/MV5BOGQ5NzIxNGYtODljZS00OTNmLTkxNGQtNzlmNzU4ZjgwNDI1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UX256,0,256,256_AL_.jpg",Su-yo-il O-hu 3si 30bun,2017,7.2,"comedy, romance",0,0,0,1,0,0,0,0,0,1,0,0,0,    A story of a woman who was dumped by her boyfriend and tries to win back his heart by making him jealous with the help of her close childhood friend.
12034,"https://m.media-amazon.com/images/M/MV5BZGVjNzEyYmUtOGFlMi00MWQ2LThhMWEtMTA3MmRiNmViZmE5XkEyXkFqcGdeQXVyNzA1NzI1NzU@._V1_UX256,0,256,256_AL_.jpg",The Urara of Labyrinth Town,2017,7.2,"animation, comedy, fantasy",0,0,1,1,0,0,1,0,0,0,0,0,0,"    Chiya enters the town of Meirocho to begin her training as a fortune teller's apprentice, and, hopefully, become the next Urara!"
12035,"https://m.media-amazon.com/images/M/MV5BY2RlMjFkMjgtZWZiOC00YWI2LWE0ZDMtZjU0Yjc0ZWM2ZGI5L2ltYWdlXkEyXkFqcGdeQXVyNjk1MTI0ODQ@._V1_UX256,0,256,256_AL_.jpg",Young Justice Origins: Vigilantes,2017,7.2,"short, sci-fi",0,0,0,0,0,0,0,0,0,0,1,1,0,    Robin (Max Wentzell) forms a team of misfit heroes to battle the sinister Deathstroke (Colin Baker).
12036,"https://m.media-amazon.com/images/M/MV5BOWU0Zjc3NGQtYjVlZi00ZTlkLTg0ZWMtNTc5ZTM5MzBjNDlhXkEyXkFqcGdeQXVyNTg4OTQ3ODU@._V1_UX256,0,256,256_AL_.jpg",There's... Johnny!,2017,7.2,comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,"    Young Andy becomes a gofer at ""The Tonight Show Starring Johnny Carson"" circa 1972."
12037,"https://m.media-amazon.com/images/M/MV5BZjc3M2YwMWItZTM1ZC00ZmYzLTkyOWEtY2VhOTY4NTAyODU4XkEyXkFqcGdeQXVyNzAyMDcxODA@._V1_UX256,0,256,256_AL_.jpg",Ophelia,2017,7.2,"short, drama, romance",0,0,0,0,0,1,0,0,0,1,0,1,0,"    Ophelia. is a visceral and urgent re-imagining of one of Shakespeares' tragic love stories. Two people, both pushed to their own limits whilst trying to hold on desperately to each other, discover that love, too, can be just as destructive."
12038,"https://m.media-amazon.com/images/M/MV5BZDc2ZWY1NTEtOGNkMC00ZjI3LTk3ZGUtNTc3OTJmYjVmNGJjXkEyXkFqcGdeQXVyMzI5NzEzMDU@._V1_UX256,0,256,256_AL_.jpg",Gone,2017,7.2,crime,0,0,0,0,1,0,0,0,0,0,0,0,0,    The survivor of a famous child-abduction case joins a special task force dedicated to solving abductions and missing person cases.
12039,"https://m.media-amazon.com/images/M/MV5BYjgwMDBkYzItYWQ3Zi00YWMzLWJjMTgtOWJiODI1ZGY1ZjQ4XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_UX256,0,256,256_AL_.jpg",Vzteklina,2017,7.2,"crime, thriller",0,0,0,0,1,0,0,0,0,0,0,0,1,    A serial killer sets on a killing spree. Mercilessly and cruelly he ends the lives of those who are bound by guilt and are responsible for the death of his loved ones.
