id,poster,title,year,rating,genre,action,adventure,animation,comedy,crime,drama,fantasy,horror,mystery,romance,sci-fi,short,thriller,plot
40041,"https://m.media-amazon.com/images/M/MV5BYThhNmM0NDktN2Q1Zi00ZjA1LWJmNDMtNGE0NDVlNWQzNGNmXkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_UX256,0,256,256_AL_.jpg",Papi Ricky,2007,6.6,"comedy, drama, romance",0,0,0,1,0,1,0,0,0,1,0,0,0,"    Ricardo is a young, athletic, and a single father. He has a daughter, Alicia of 8 years old who is the world to him. Ricardo returns to his country due to a job offer without knowing that behind this business opportunity is Matilde, Catalina's grandmother. Upon his return, Ricardo meets Colomba, a young teacher who dreams of finding true love and believes she has found it in Ricardo. However, things won't be any easy for Colomba since Alicia doesn't like her and finds her unfit to be her father's girlfriend and to make matters worse, Catalina, Alicia's real mother; has return to Ricardo's life thanks to the little girl, who really likes her without knowing they are related. Ricardo will do anything to keep Alicia away from Catalina however Catalina will do everything in her power to make Colomba's life miserable and win her daughter back and above all, win over Ricardo's heart again."
40043,"https://m.media-amazon.com/images/M/MV5BOTlmNWRiMDctZDQzMC00ZmRkLWEzNDktZTE2NjE2NjQ0YWFlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UX256,0,256,256_AL_.jpg",Irene Huss,2007,6.6,"crime, drama, thriller",0,0,0,0,1,1,0,0,0,0,0,0,1,"    Police investigator Irene Huss lives in Gothenburg, Sweden, and tries to balance between murder investigations and family life."
40044,"https://m.media-amazon.com/images/M/MV5BYmUxZjdkZjEtZDE0ZC00YTQ0LTk2ZmItYTNkOWM3N2QzZWYzXkEyXkFqcGdeQXVyNTIyNjI2MzY@._V1_UX256,0,256,256_AL_.jpg",Attila and the Great Blue Bean,2007,6.6,"animation, action, adventure",1,1,1,0,0,0,0,0,0,0,0,0,0,"    In a medieval fantasy world, boar warrior Attila the Ham teams up with a tough human princess to find the legendary Great Blue Bean, a source of tremendous power."
40045,"https://m.media-amazon.com/images/M/MV5BMWM5YWEyMjMtNjdiNi00NjlmLTgzMmMtY2YwNzE1NzI2ZDQyXkEyXkFqcGdeQXVyNDU2Mzg5MTM@._V1_UX256,0,256,256_AL_.jpg",Slacker Cats,2007,6.6,"animation, comedy",0,0,1,1,0,0,0,0,0,0,0,0,0,"    The strange misadventures of Eddie and Buckley, two domesticated housecats dealing with life in the urban jungle."
40046,"https://m.media-amazon.com/images/M/MV5BYTA3NGQyOTEtOTZkYS00ZTkxLWJkMWMtY2Q1MDVhNzdiYzJmXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_UX256,0,256,256_AL_.jpg",There's Only One Sun,2007,6.6,"short, drama, romance",0,0,0,0,0,1,0,0,0,1,0,1,0,    A woman is haunted by memories of a dangerous mission she undertook while working as a secret agent.
40047,"https://m.media-amazon.com/images/M/MV5BMTY4NDg0NTU4NF5BMl5BanBnXkFtZTYwNjYxOTU3._V1_UX256,0,256,256_AL_.jpg",Rocket Science,2007,6.6,"comedy, drama",0,0,0,1,0,1,0,0,0,0,0,0,0,"    Coming of age in Plainsboro, New Jersey. High school student Hal Hefner stutters. On the evening his parents stop arguing and separate, 43 miles away at the state tournament, his school's legendary debater, Ben Wekselbaum, goes blank mid-sentence, Ben's teammate Ginny Ryerson doesn't get a first-place trophy, and the world changes. That fall, to Hal's amazement, Ginny recruits him for the debate team, mentors him, and will be his partner. He still has his stutter, but he works hard and he falls in love with Ginny. On the day of the first debate of the season, the world changes again. From then until the day of the state tournament, Hal has a lot to sort out. Is love rocket science?"
40048,"https://m.media-amazon.com/images/M/MV5BODM2YWU1M2UtMDQ1My00NTMzLWIyZjItNjcwODg2YjgxYTg2XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UX256,0,256,256_AL_.jpg",Fist of the North Star: The Legend of Yuria,2007,6.6,"animation, action",1,0,1,0,0,0,0,0,0,0,0,0,0,    It is the story of the young Julia who is in love with Kenshiro but is kidnapped by the evil Shin
40049,"https://m.media-amazon.com/images/M/MV5BMmQ1MDA0ZjctOWY2Mi00OWIwLWI2MDUtMDg5NGNjMGI5MThhXkEyXkFqcGdeQXVyMjMxMDM2NjY@._V1_UX256,0,256,256_AL_.jpg",Bakuretsu tenshi: Infinity,2007,6.6,"short, action, comedy",1,0,0,1,0,0,0,0,0,0,0,1,0,"    Catch Jo and Meg in their very first adventure, off duty and ready to celebrate! That is, until recent events in New York City deflate their good cheer. Meg's old gang's been broken up, with one in the hospital, recovery uncertain. And the freak responsible is still on the loose, a coward preying only on those weaker than himself. Jo calls for vengeance... and this time it's personal!"
40050,"https://m.media-amazon.com/images/M/MV5BMDNmZDMxZjYtMDdiOS00MTY5LThmMWYtZWM4ZmY5OTdiMzU0XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_UX256,0,256,256_AL_.jpg",Hello,2007,6.6,"comedy, mystery",0,0,0,1,0,0,0,0,1,0,0,0,0,"    A drunkard, but intelligent advocate and his side-kick tries to protect a woman from the threats against her life."
40051,"https://m.media-amazon.com/images/M/MV5BMTM0MTQ2OTg1NF5BMl5BanBnXkFtZTcwMzcyNTY0MQ@@._V1_UX256,0,256,256_AL_.jpg",Dr. Hell,2007,6.6,"action, comedy, fantasy",1,0,0,1,0,0,1,0,0,0,0,0,0,"    Doc Hell, famous gynecologist, wants to control the entire world. His plan: to heal the humanity using a miraculous medicine, in exchange for its complete submission. But his goals will be compromised when an unexpected detail, García Nurse, seeks revenge. The killer sent to her annihilation has failed. Nurse, murderer, one neighbor's boyfriend, the building manager, and a handful of other nasty people will be all involved in a crazy madness under the secret bunker of the Doctor Hell."
