id,poster,title,year,rating,genre,action,adventure,animation,comedy,crime,drama,fantasy,horror,mystery,romance,sci-fi,short,thriller,plot
36739,"https://m.media-amazon.com/images/M/MV5BOTgxNWVkYmYtMzUxNS00YTM1LTg3YjktYzQ4ODQxMWVhYmJiXkEyXkFqcGdeQXVyMTAyNTQ0MTk@._V1_UX256,0,256,256_AL_.jpg",Ricky,2009,5.7,"comedy, drama, fantasy",0,0,0,1,0,1,1,0,0,0,0,0,0,"    Katie, a single mother living in France with her daughter Lisa, struggles to make ends meet while working at a chemical factory. There, she meets Paco, a co-worker from Spain. Soon, they move in together, and Katie becomes pregnant. Katie gives birth to a baby boy, named Ricky, and she and Paco raise him together in their tiny apartment, along with Lisa. However, it soon becomes apparent that Ricky is no ordinary baby; he develops a pair of functioning wings and becomes able to fly. Soon he is flitting about in their tiny apartment, and together Katie and Paco struggle to raise and handle the ever-growing Ricky."
36740,"https://m.media-amazon.com/images/M/MV5BNzUyMGVkOGYtMzE3MC00YTYyLTgxZGQtMDc3Y2UxNWZjY2M5XkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_UX256,0,256,256_AL_.jpg",Challenge,2009,5.7,"action, comedy, drama",1,0,0,1,0,1,0,0,0,0,0,0,0,"    A young woman is not so much playing hard-to-get as she is literally hard to get, given her wealthy and ruthless father who will protect her from male advances at any cost."
36741,"https://m.media-amazon.com/images/M/MV5BZmU0NWQxMjQtNzRmYy00MTEwLTllNTYtMmM0NTc2YTQzMzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX256,0,256,256_AL_.jpg",The Killing Room,2009,5.7,"mystery, thriller",0,0,0,0,0,0,0,0,1,0,0,0,1,"    Four individuals sign up for a psychological research study only to discover that they are now subjects of a brutal, classified government program."
36742,"https://m.media-amazon.com/images/M/MV5BMTkyOTEwNjg0M15BMl5BanBnXkFtZTcwNDI4NDA5Mg@@._V1_UX256,0,256,256_AL_.jpg",Women in Trouble,2009,5.7,"comedy, drama",0,0,0,1,0,1,0,0,0,0,0,0,0,"    Several women (and one girl) in L.A. are hiding something from someone else, or discovering something hidden from them. Maxine, a therapist, discovers her husband cheating on her with the mother of Charlotte, a 13-year old patient. Addy (the other woman) and her sister Doris have withheld from the girl the truth of her parentage. Holly, an adult film actor, isn't telling her friend Bambi how she feels about her, and another actor, Elektra, who discovers she's pregnant, hasn't told the baby's father that she loves him. A stuck elevator, a car crash, mid-air turbulence, a flight attendant, a shotgun-wielding bartender, and her roommate, who's a masseuse, help these women communicate."
36743,"https://m.media-amazon.com/images/M/MV5BMjI2NzBlYjItYzVmZi00NDk2LWFmNjQtODZmZmU2ZDI0NzM1XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_UX256,0,256,256_AL_.jpg",Fucking Movie,2009,5.7,"short, action, comedy",1,0,0,1,0,0,0,0,0,0,0,1,0,"    A spoof of action films showing all the characters only saying the ""f-word""."
36744,"https://m.media-amazon.com/images/M/MV5BZjYyOWQ5MGItNjYyNC00ZDQ5LTg2ZDEtZTViY2NkYTFjZDg2XkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX256,0,256,256_AL_.jpg",Trust,2009,5.7,"crime, drama, mystery",0,0,0,0,1,1,0,0,1,0,0,0,0,    An artist must decide whom to trust when she receives messages from an unknown source claiming her husband is having an affair.
36745,"https://m.media-amazon.com/images/M/MV5BMTg4NDkyMTY2NV5BMl5BanBnXkFtZTgwNTc4MjA1NjE@._V1_UX256,0,256,256_AL_.jpg",Jungle Junction,2009,5.7,animation,0,0,1,0,0,0,0,0,0,0,0,0,0,    Follows the adventures of a group of animals on wheels as they explore their jungle home. The series intends to instill an early respect for the environment in preschool age children.
36746,"https://m.media-amazon.com/images/M/MV5BYjIyOTEzYzUtNjFlYy00YjU4LThkOGQtNGZiMTRiOWY1NjI5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX256,0,256,256_AL_.jpg",Night Train,2009,5.7,"crime, horror, mystery",0,0,0,0,1,0,0,1,1,0,0,0,0,"    Two Passengers and the conductor discover that a person has passed away on their Night Train cabin. They come across valuable diamonds on his person, that they wish to keep for themselves. So, to make it look like the man never boarded the train, they conspire to dump his body in a river that the train passes. Their scheme to get rid of the corpse escalates to the point where they have to chop up his body just to fit him into a small trunk. They then become paranoid, as they might turn on each other."
36747,"https://m.media-amazon.com/images/M/MV5BMTgyOTI4NzAyMF5BMl5BanBnXkFtZTcwOTk3Mjg3Mg@@._V1_UX256,0,256,256_AL_.jpg",Armored,2009,5.7,"action, crime, thriller",1,0,0,0,1,0,0,0,0,0,0,0,1,"    The war veteran, Ty Hackett, is hired to work as security guard by the Eagle Shield Security where his old friend Mike Cochroone works. Ty is having financial difficulties after the death of his father, and is raising his brother Jimmy alone. He teams up with Mike's brother-in-law, Baines, and their coworkers Quinn, Palmer and Dobbs. One night, Mike invites Ty to join in the robbery of two armored trucks transporting forty-two million dollars. The reluctant Ty accepts after Mike promises that nobody would be hurt in the heist."
36748,"https://m.media-amazon.com/images/M/MV5BNjk4NjkzOTUzMV5BMl5BanBnXkFtZTgwMDUzNDA2MDE@._V1_UX256,0,256,256_AL_.jpg",Black Lightning,2009,5.7,"action, sci-fi, thriller",1,0,0,0,0,0,0,0,0,0,1,0,1,"    Moscow, 2004, and wealthy entrepreneur Kuptsov drills deep beneath the city, trying to reach a huge diamond vein. Aware that his ruthless drilling will destroy the city and its denizens, it's a result he's willing to accept for untold additional wealth. Fortunately, his equipment lacks enough power. He needs the Nano-catalyst (developed years ago) to fuel his machinery, but its current whereabouts is unknown. Meanwhile, in another part of the city, college boy Dima dreams of owning a car and dating gorgeous co-ed Nastya. His wealthy friend Max has a Mercedes Benz and is flirting with Nastya, which frustrates Dima. On his birthday, Dima finally gets a car (from his parents) - a grungy, antiquated Volga of which he is privately ashamed; but, unbeknownst to anyone, the car - the recipient of ""failed"" Nano-catalysis - is capable of much more, and turns Dima into an unidentified crusader of justice known as Black Lightning."
